date,gold,commodity,k10bond,kospi
2004-11-24,0.0033,0.0206,0.000151131,0.0141
2004-11-25,,,0.000150747,-0.0001
2004-11-26,,-0.0019,0.000150362,-0.0165
2004-11-27,,,0.000150362,
2004-11-29,0.0098,-0.0065,0.000150747,0.0085
2004-11-30,-0.0053,-0.0133,0.000151131,0.0146
2004-12-01,0.006,-0.0464,0.000150747,-0.0014
2004-12-02,-0.0079,-0.0454,0.000150747,0.0083
2004-12-03,0.0124,-0.0087,0.000151516,-0.0018
2004-12-04,,,0.000151516,
2004-12-06,-0.0039,0.0075,0.000151131,-0.0134
2004-12-07,-0.0048,-0.0261,0.000149978,-0.0111
2004-12-08,-0.0327,0.0084,0.000148824,0.0124
2004-12-09,-0.0032,0.0162,0.000149209,-0.012
2004-12-10,-0.0044,-0.0234,0.00014844,-0.0191
2004-12-11,,,0.00014844,
2004-12-13,0.0115,0.0194,0.000150362,-0.0008
2004-12-14,-0.0068,0.0111,0.000149593,0.0062
2004-12-15,0.0112,0.0341,0.00014844,0.0229
2004-12-16,-0.0088,-0.0093,0.000146517,0.0056
2004-12-17,0.0108,0.0377,0.000147286,0.0016
2004-12-18,,,0.000147286,
2004-12-20,0.0018,-0.0181,0.000146901,0.0105
2004-12-21,-0.0014,-0.0007,0.000146517,-0.0017
2004-12-22,-0.0034,-0.021,0.000146132,0.0006
2004-12-23,0.0036,-0.0037,0.000146517,-0.0074
2004-12-24,,,0.000146517,0.0035
2004-12-27,0.0075,-0.0411,0.000146517,-0.0033
2004-12-28,-0.002,0.0054,0.000146901,0.0017
2004-12-29,-0.0187,0.0128,0.000146901,0.0066
2004-12-30,0.0034,-0.0002,0.000146517,0.0132
2004-12-31,,-0.0006,0.000146517,
2005-01-03,-0.0201,-0.0202,0.000149978,-0.0025
2005-01-04,-0.0005,0.0152,0.000151131,-0.0076
2005-01-05,-0.0044,-0.0083,0.000153822,-0.0019
2005-01-06,-0.0131,0.0358,0.000154591,-0.0157
2005-01-07,-0.005,-0.0011,0.000159205,-0.0005
2005-01-08,,,0.000159205,
2005-01-10,0.0005,0.0033,0.000159974,0.0038
2005-01-11,0.0067,0.0036,0.000164588,0.0116
2005-01-12,0.01,0.0041,0.000165357,-0.0048
2005-01-13,-0.0033,0.0313,0.000161512,0.0063
2005-01-14,-0.0047,0.0002,0.000171509,0.0221
2005-01-15,,,0.000171509,
2005-01-17,,,0.000178045,0.0199
2005-01-18,0.0012,-0.0036,0.000173047,-0.0027
2005-01-19,-0.0005,-0.0032,0.000172662,-0.0047
2005-01-20,-0.0014,-0.0063,0.000168818,-0.0075
2005-01-21,0.0102,0.0177,0.00017843,0.0113
2005-01-22,,,0.00017843,
2005-01-24,0.0005,0.0073,0.000180352,0.0038
2005-01-25,-0.0115,0.0115,0.000178814,-0.0087
2005-01-26,0.0116,-0.0061,0.000180352,0.013
2005-01-27,-0.0014,-0.0039,0.000178045,-0.0023
2005-01-28,-0.0012,-0.0233,0.000181506,-0.0035
2005-01-29,,,0.000181506,
2005-01-31,-0.0094,0.0137,0.000186888,0.0121
2005-02-01,-0.0024,-0.0141,0.000184581,-0.0097
2005-02-02,0.0007,-0.0092,0.000184197,-0.0024
2005-02-03,-0.0107,-0.009,0.000184581,0.008
2005-02-04,-0.0062,-0.0017,0.000186888,0.0051
2005-02-05,,,0.000186888,
2005-02-07,-0.001,-0.0146,0.000184197,0.0168
2005-02-08,-0.0024,0.0077,,
2005-02-09,0.0007,0.0059,,
2005-02-10,0.0104,0.0276,,
2005-02-11,0.0079,0.0016,0.000196115,-0.0021
2005-02-12,,,0.000196115,
2005-02-14,0.0126,0.0031,0.000195731,0.0185
2005-02-15,0.0002,0.0006,0.000191117,0.0042
2005-02-16,-0.0009,0.0108,0.00018881,0.0028
2005-02-17,0.0042,-0.0081,0.000186504,0.001
2005-02-18,-0.0005,0.0096,0.000189579,0.0119
2005-02-19,,,0.000189579,
2005-02-21,,,0.00018535,0.0047
2005-02-22,0.0173,0.042,0.000184966,-0.011
2005-02-23,0.0009,0.0039,0.000184966,-0.0096
2005-02-24,-0.0009,0.0016,0.000189195,0.0193
2005-02-25,0.0009,0.0066,0.000183812,0.01
2005-02-26,,,0.000183812,
2005-02-28,0.0037,0.0083,0.000183043,0.0145
2005-03-01,-0.0082,-0.0022,,
2005-03-02,-0.0002,0.0197,0.000183812,-0.0038
2005-03-03,-0.0067,0.0074,0.000183812,0.0034
2005-03-04,0.01,0.0008,0.000186504,0.002
2005-03-05,,,0.000186504,
2005-03-07,0.0018,0.0007,0.000187273,-0.0054
2005-03-08,0.0122,0.0171,0.000185735,-0.0072
2005-03-09,0.0041,0.0056,0.000184581,0.0085
2005-03-10,0.0016,-0.013,0.00018535,-0.01
2005-03-11,0.0077,0.014,0.000182659,0.0242
2005-03-12,,,0.000182659,
2005-03-14,-0.0114,0.0055,0.000181506,-0.003
2005-03-15,-0.0005,0.0067,0.000180352,-0.026
2005-03-16,0.0064,0.0169,0.000181121,0
2005-03-17,-0.0113,-0.0004,0.000179583,-0.0132
2005-03-18,0.0014,0.0011,0.000179199,-0.0003
2005-03-19,,,0.000179199,
2005-03-21,-0.0187,-0.0003,0.000179583,-0.0005
2005-03-22,0.0005,-0.0122,0.000179583,0.0012
2005-03-23,-0.0141,-0.023,0.000183043,-0.0139
2005-03-24,-0.0012,0.0087,0.000186888,-0.0108
2005-03-25,,,0.000189964,0.0094
2005-03-26,,,0.000189964,
2005-03-28,0.0028,-0.007,0.000189195,0.0128
2005-03-29,0.0002,0.003,0.000183428,-0.0192
2005-03-30,0.0021,0.0022,0.000181506,-0.0037
2005-03-31,0.0042,0.025,0.000181506,0.0107
2005-04-01,-0.0065,0.0208,0.000181506,0.0168
2005-04-02,,,0.000181506,
2005-04-04,-0.0047,-0.0055,0.000181506,0.0006
2005-04-05,0.0014,-0.0117,,
2005-04-06,0.0061,-0.0051,0.000181506,0.0056
2005-04-07,-0.0014,-0.0209,0.000179583,0.0009
2005-04-08,0.0009,-0.0128,0.000178814,0.0033
2005-04-09,,,0.000178814,
2005-04-11,0.004,0.0077,0.000179583,-0.0063
2005-04-12,-0.0023,-0.0142,0.000179199,-0.0042
2005-04-13,0.004,-0.0176,0.000182659,-0.0005
2005-04-14,-0.0123,0.0089,0.000183043,-0.0279
2005-04-15,0.0021,-0.0098,0.000179968,-0.007
2005-04-16,,,0.000179968,
2005-04-18,0.0061,-0.0083,0.000180737,-0.0235
2005-04-19,0.0126,0.0312,0.000181121,0.0081
2005-04-20,0.0055,0.0092,0.000181121,0.0053
2005-04-21,-0.0053,0.0031,0.000179968,0.0019
2005-04-22,0.003,0.014,0.000178045,0.0018
2005-04-23,,,0.000178045,
2005-04-25,0.0007,-0.0067,0.000179199,0.0057
2005-04-26,0.0076,-0.0048,0.000178814,-0.0018
2005-04-27,-0.0112,-0.0336,0.00017843,-0.0151
2005-04-28,-0.0039,0.0003,0.000179199,-0.0134
2005-04-29,0.0086,-0.023,0.000176507,-0.007
2005-04-30,,,0.000176507,
2005-05-02,-0.0126,0.0098,0.000175738,0.0078
2005-05-03,-0.0065,-0.0203,0.000173816,-0.005
2005-05-04,0.0054,0.0077,0.000173816,0.017
2005-05-05,0.0019,0.0046,,
2005-05-06,-0.0086,0.0014,0.000172662,0.0124
2005-05-07,,,0.000172662,
2005-05-09,0.0002,0.0105,0.000176507,-0.006
2005-05-10,0.0023,0.0084,0.000174585,-0.001
2005-05-11,0,-0.0159,0.0001742,-0.0117
2005-05-12,-0.0131,-0.0216,0.000174969,-0.0024
2005-05-13,-0.0033,-0.0045,0.000171509,0.0021
2005-05-14,,,0.000171509,
2005-05-16,-0.0031,-0.0057,0.00017074,0.0063
2005-05-17,0.0012,0.0084,0.000169971,-0.002
2005-05-18,0.005,-0.0141,0.000168818,0.0035
2005-05-19,-0.0024,-0.0026,0.000166895,0.0234
2005-05-20,-0.0074,-0.0017,0.00016728,0.0001
2005-05-23,-0.0019,0.0082,0.000168049,-0.0012
2005-05-24,0.0022,0.0056,0.000166511,0.0006
2005-05-25,0.0031,0.0174,0.000165742,-0.0108
2005-05-26,-0.0019,0.0009,0.000165742,0.0028
2005-05-27,0.0043,0.0079,0.000164204,0.018
2005-05-30,,,0.000164973,0.0085
2005-05-31,-0.0083,0.0001,0.000167664,0.0012
2005-06-01,-0.0024,0.0397,0.000163819,-0.0007
2005-06-02,0.0178,-0.0077,0.00016305,0.0014
2005-06-03,0.0024,0.0205,0.00016305,0.0054
2005-06-06,0.0066,0.0006,,
2005-06-07,-0.004,-0.0057,0.000163435,-0.0053
2005-06-08,-0.0002,-0.0138,0.000161897,0.0055
2005-06-09,-0.0012,0.0253,0.000160743,0.0116
2005-06-10,0.0075,-0.009,0.000162281,0.0033
2005-06-13,0.0044,0.0283,0.000169587,-0.0003
2005-06-14,-0.0042,-0.0081,0.000170356,-0.0068
2005-06-15,0.0037,0.0082,0.000176123,0.0185
2005-06-16,0.0165,0.0117,0.000174969,0.0012
2005-06-17,0.0048,0.0209,0.000174969,0.0005
2005-06-20,0.0002,0.0089,0.000174969,-0.009
2005-06-21,0.0011,-0.0131,0.000174969,-0.0047
2005-06-22,-0.0018,-0.01,0.000177661,0.0123
2005-06-23,0.0082,0.0151,0.000171125,0.0086
2005-06-24,-0.0027,0.0023,0.000178814,-0.0083
2005-06-27,-0.0005,0.004,0.000175354,-0.0113
2005-06-28,-0.0089,-0.0279,0.0001742,0.0037
2005-06-29,0.0021,-0.0109,0.000177661,0.0044
2005-06-30,-0.0032,-0.0081,0.00018189,0.0091
2005-07-01,-0.0186,0.0288,0.000179199,0.0098
2005-07-04,,,0.000185735,0.0036
2005-07-05,-0.0115,0.0201,0.000184581,-0.0028
2005-07-06,0.0014,0.0244,0.000183428,0.0002
2005-07-07,-0.0005,-0.0091,0.000183043,0.0077
2005-07-08,-0.0009,-0.0116,0.000183812,-0.0047
2005-07-11,0.0061,-0.0091,0.000182274,0.0181
2005-07-12,0.0019,0.0241,0.000185735,0.0033
2005-07-13,-0.0056,-0.0056,0.000189195,0.006
2005-07-14,-0.0101,-0.0214,0.000190733,0.0112
2005-07-15,0.0026,0.0048,0.000192271,-0.0022
2005-07-18,-0.0005,-0.0118,0.000192271,0.0027
2005-07-19,-0.0019,-0.0006,0.000192271,0.0123
2005-07-20,0.0048,-0.0072,0.000191502,-0.001
2005-07-21,0.0088,-0.0143,0.000191117,0.0002
2005-07-22,-0.0016,0.0181,0.000186504,-0.0004
2005-07-25,0.0024,0.0015,0.000179583,0.0144
2005-07-26,-0.0054,0.0048,0.000186119,0.0008
2005-07-27,0.0031,0.0037,0.000184581,0.0022
2005-07-28,0.0064,0.0112,0.000192271,0.0107
2005-07-29,0.0058,0.0081,0.00019304,0.0059
2005-08-01,0.0047,0.0167,0.000195731,0.0042
2005-08-02,0,0.0077,0.000196884,0.0026
2005-08-03,0.0116,-0.0119,0.000197653,-0.0015
2005-08-04,0.0023,0.007,0.000192271,-0.0051
2005-08-05,-0.0016,0.0121,0.000198422,-0.0198
2005-08-08,-0.0057,0.0185,0.00019996,-0.0025
2005-08-09,-0.0012,-0.0084,0.000201498,0.0121
2005-08-10,0.0053,0.0279,0.000198807,0.0046
2005-08-11,0.0206,0.0168,0.0001965,0.0171
2005-08-12,0.0009,0.0073,0.0001965,0.0057
2005-08-15,-0.0083,-0.0071,,
2005-08-16,0.0088,0.0008,0.000194193,-0.0118
2005-08-17,-0.0139,-0.0321,0.00019304,-0.0033
2005-08-18,-0.0009,-0.0082,0.000194193,-0.0185
2005-08-19,-0.0052,0.022,0.000191886,-0.0026
2005-08-22,0.0021,0.0054,0.000193424,0.0246
2005-08-23,0.003,0.0013,0.000193809,-0.0008
2005-08-24,-0.0048,0.019,0.000196884,-0.0194
2005-08-25,0.0025,0.0004,0.0001965,0.0028
2005-08-26,-0.0023,-0.0119,0.000194193,-0.0098
2005-08-29,-0.0009,0.029,0.000185735,-0.0215
2005-08-30,-0.0133,0.0422,0.00019304,0.0089
2005-08-31,0.006,-0.0052,0.000177661,0.01
2005-09-01,0.0196,0.0217,0.000177661,0.0213
2005-09-02,0.0043,-0.0276,0.000184197,0.0086
2005-09-05,,,0.000184581,-0.0012
2005-09-06,0.0005,-0.0163,0.000184581,0.0073
2005-09-07,0.0011,-0.0236,0.000187657,0.0181
2005-09-08,0.004,0.0014,0.000197653,0.002
2005-09-09,0.0051,-0.0042,0.000199576,0.0063
2005-09-12,0.0016,-0.0154,0.000199191,0.0051
2005-09-13,-0.008,-0.0001,0.000198807,-0.0002
2005-09-14,0.0083,0.0272,0.00019996,0.0109
2005-09-15,0.0127,-0.0044,0.000202267,-0.001
2005-09-16,0.0088,-0.0231,0.000203805,0.0039
2005-09-19,0.0157,0.0676,,
2005-09-20,-0.0011,-0.016,0.000196884,0.0143
2005-09-21,0.0058,0.009,0.000203805,0.0048
2005-09-22,-0.0049,0.0041,0.000203805,0.0028
2005-09-23,-0.0066,-0.0273,0.000204574,-0.0201
2005-09-26,0.0052,0.0254,0.000206496,0.026
2005-09-27,-0.0071,-0.0033,0.000206111,0.0027
2005-09-28,0.0153,0.0275,0.000199576,0.0157
2005-09-29,0.0055,0.0009,0.000196884,0.0022
2005-09-30,-0.007,-0.0086,0.000196884,-0.0083
2005-10-03,-0.0062,-0.0055,,
2005-10-04,0,-0.0135,0.000204574,0.0178
2005-10-05,0,-0.0125,0.000204574,-0.0124
2005-10-06,0.0124,-0.0269,0.00019996,-0.0203
2005-10-07,0.0059,0.0036,0.000197653,-0.0012
2005-10-10,0.0008,-0.0018,0.000201882,0.0218
2005-10-11,0.0042,0.0233,0.000198038,0.0139
2005-10-12,-0.0067,0.0055,0.000200344,-0.0219
2005-10-13,-0.0059,-0.0136,0.000204189,-0.0194
2005-10-14,-0.004,-0.0099,0.000206111,-0.0027
2005-10-17,0.0104,0.0228,0.000209571,-0.0116
2005-10-18,-0.0042,-0.0207,0.000209571,0.0084
2005-10-19,-0.0182,-0.0095,0.000207265,-0.0279
2005-10-20,-0.0054,-0.0217,0.000205727,0.0079
2005-10-21,0.013,0.0025,0.000208803,0.0183
2005-10-24,-0.0043,-0.0067,0.000208418,0.0009
2005-10-25,0.0168,0.0403,0.000210725,-0.0028
2005-10-26,-0.0034,-0.0208,0.000209956,-0.0019
2005-10-27,0.0055,-0.0028,0.000213032,-0.0107
2005-10-28,-0.0017,-0.0059,0.000211494,-0.022
2005-10-31,-0.0167,-0.0278,0.000210725,0.0152
2005-11-01,-0.0135,-0.0043,0.00021034,0.0266
2005-11-02,0.0087,-0.0062,0.00021034,0.0163
2005-11-03,-0.0058,0.0225,0.000214185,0.0079
2005-11-04,-0.0083,-0.0141,0.000214954,0.0033
2005-11-07,0.0059,-0.0013,0.00021726,-0.0029
2005-11-08,0.0041,0.0058,0.000216876,0.0068
2005-11-09,0.0117,-0.0021,0.000219567,0.0007
2005-11-10,0.0006,-0.0126,0.000220336,0.0056
2005-11-11,0.0036,0.0068,0.000223027,0.0176
2005-11-14,-0.0002,0.0013,0.000222643,0.0012
2005-11-15,-0.0002,-0.0107,0.000223796,-0.003
2005-11-16,0.0218,0.0176,0.000224565,0.0106
2005-11-17,0.0165,-0.0155,0.000221105,0.0017
2005-11-18,-0.0012,-0.0081,0.000221105,0.0023
2005-11-21,0.007,0.0024,0.000221489,-0.0027
2005-11-22,0.0074,0.0127,0.000219567,-0.0192
2005-11-23,-0.001,-0.0061,0.000218029,0.0301
2005-11-24,,,0.000216876,0.0076
2005-11-25,,-0.0022,0.000216492,0.0012
2005-11-28,0.0126,-0.0155,0.000215338,0.0004
2005-11-29,0.0016,-0.0059,0.000216492,-0.0111
2005-11-30,-0.009,0.02,0.000218798,0.0141
2005-12-01,0.016,0.0228,0.000219567,0.0066
2005-12-02,0.0016,0.0207,0.000221489,0.0032
2005-12-05,0.0111,0.0044,0.000223412,0.0038
2005-12-06,0.0026,-0.0059,0.000223027,0.0045
2005-12-07,0.008,-0.0018,0.000223796,0.0028
2005-12-08,0.0097,0.034,0.000219567,-0.0004
2005-12-09,0.0148,-0.0166,0.0002138,-0.0051
2005-12-12,0.0027,0.026,0.000215338,0.012
2005-12-13,-0.014,0.0133,0.000215338,0.0024
2005-12-14,-0.0278,-0.0124,0.00021034,-0.0017
2005-12-15,-0.0051,-0.0188,0.000211109,0.0026
2005-12-16,-0.001,-0.0208,0.000211109,-0.0124
2005-12-19,0.0004,-0.0056,0.000209571,0.0139
2005-12-20,-0.0179,0.0009,0.000209571,0.0012
2005-12-21,-0.0032,0.0076,0.000209187,0.0098
2005-12-22,0.0197,-0.0156,0.000212263,-0.0024
2005-12-23,0.0006,-0.0075,0.000213416,0.0064
2005-12-26,,,0.0002138,0.0059
2005-12-27,0.0099,-0.0198,0.0002138,0.0044
2005-12-28,0.0122,0.0234,0.000214954,-0.0039
2005-12-29,0.0029,0.0009,0.000214954,0.0082
2005-12-30,0.0027,0.0107,0.000214954,
2006-01-02,0.0029,,0.000219567,0.0072
2006-01-03,0.0233,0.015,0.000219567,0.004
2006-01-04,0.006,0.0009,0.000216876,0.0052
2006-01-05,-0.0142,-0.0147,0.000219183,-0.0047
2006-01-06,0.0255,0.0134,0.000219952,0.0124
2006-01-09,0.0174,-0.0099,0.000218029,-0.0031
2006-01-10,-0.0087,-0.0024,0.000218798,-0.0085
2006-01-11,0.0083,0.0008,0.000218798,-0.0016
2006-01-12,-0.0009,0.0003,0.000218798,0.0061
2006-01-13,0.0142,0.0032,0.0002138,0.0098
2006-01-16,,,0.000213416,0.0039
2006-01-17,-0.0049,0.0287,0.000214185,-0.0227
2006-01-18,-0.0175,-0.0139,0.000210725,-0.0264
2006-01-19,0.027,0.0129,0.000212263,0.0057
2006-01-20,-0.0088,0.0185,0.000211878,-0.0264
2006-01-23,0.0087,-0.0092,0.000211494,-0.0206
2006-01-24,-0.0011,-0.0075,0.000213416,0.0227
2006-01-25,0.0081,-0.0133,0.000211109,0.0119
2006-01-26,-0.0044,0.0023,0.000209187,0.0076
2006-01-27,-0.0018,0.0157,0.000209571,0.0235
2006-01-30,0.0127,0.017,,
2006-01-31,0.0088,-0.006,0.000209956,0.011
2006-02-01,-0.0025,-0.0189,0.000206496,-0.017
2006-02-02,0.0054,-0.0204,0.000206496,-0.0011
2006-02-03,-0.0089,0.0102,0.000208803,-0.0298
2006-02-06,0.0049,-0.0108,0.000208803,0.0061
2006-02-07,-0.0337,-0.0215,0.000208418,-0.007
2006-02-08,-0.0016,-0.0029,0.000208034,-0.016
2006-02-09,0.0262,0.0023,0.00020342,0.0081
2006-02-10,-0.0253,-0.013,0.000202651,0.0103
2006-02-13,-0.0204,-0.0057,0.000202651,-0.0108
2006-02-14,0.0128,-0.0149,0.000201498,0.0056
2006-02-15,-0.0114,-0.0163,0.00019996,-0.0183
2006-02-16,0.0117,0.0098,0.000199576,0.008
2006-02-17,0.0106,0.0164,0.000200344,0.014
2006-02-20,,,0.000201113,0.0116
2006-02-21,0.0038,0.0215,0.000200344,-0.0013
2006-02-22,0,-0.0219,0.000199191,-0.0044
2006-02-23,-0.0099,-0.0012,0.000198807,0.0154
2006-02-24,0.019,0.0209,0.000199191,0.0034
2006-02-27,-0.0073,-0.0282,0.000199576,0.0066
2006-02-28,0.0124,0.0094,0.000201882,-0.0024
2006-03-01,0.0034,0.006,,
2006-03-02,0.0083,0.0207,0.000204574,-0.0028
2006-03-03,-0.0039,0.0062,0.000205342,-0.0283
2006-03-06,-0.0196,-0.0223,0.000207649,0.0119
2006-03-07,-0.004,-0.0102,0.000211494,-0.0209
2006-03-08,-0.0185,-0.0116,0.000211109,-0.002
2006-03-09,0.0055,0.0122,0.000208034,-0.0022
2006-03-10,-0.0103,-0.0019,0.000204189,0.0068
2006-03-13,0.0115,0.0246,0.00020688,0.0138
2006-03-14,0.0103,0.0204,0.00020688,-0.009
2006-03-15,0.0025,-0.0111,0.000206496,0.0058
2006-03-16,0.0024,0.0108,0.000209187,0.0015
2006-03-17,-0.0005,-0.008,0.000208418,0.0038
2006-03-20,0.002,-0.0242,0.00021034,0.0042
2006-03-21,-0.005,0.0066,0.00021034,-0.0075
2006-03-22,-0.0027,-0.0083,0.000210725,-0.0201
2006-03-23,-0.0015,0.026,0.00021034,0.0019
2006-03-24,0.018,0.0042,0.000210725,0.0068
2006-03-27,0.0125,-0.0018,0.000211109,0.0069
2006-03-28,-0.0007,0.0199,0.000209956,0.0007
2006-03-29,0.0113,0.0065,0.000207649,0.0011
2006-03-30,0.0239,0.0107,0.000208034,0.0041
2006-03-31,-0.0084,-0.0109,0.000208034,0.016
2006-04-03,0.0131,0.006,0.000209187,0.0148
2006-04-04,-0.0058,-0.0088,0.000212263,0.0043
2006-04-05,0.0032,0.0122,0.000211109,0.0023
2006-04-06,0.0124,0.0108,0.000209571,0.0059
2006-04-07,-0.0114,-0.0065,0.00021034,0.0038
2006-04-10,0.0156,0.0212,0.000209187,-0.0029
2006-04-11,-0.004,0.0085,0.000211109,-0.0087
2006-04-12,0.0039,0.0047,0.000211878,-0.0018
2006-04-13,-0.0017,0.011,0.000213416,0.016
2006-04-14,,,0.000214569,0.0192
2006-04-17,0.0317,0.0173,0.0002138,-0.007
2006-04-18,0.0075,0.022,0.000213032,0.0031
2006-04-19,0.0203,0.0104,0.000209956,0.0076
2006-04-20,-0.0202,-0.0098,0.000209956,-0.0026
2006-04-21,0.02,0.0167,0.000207649,0.012
2006-04-24,-0.0183,-0.0207,0.00020688,-0.014
2006-04-25,0.0168,-0.0017,0.000206496,0.0001
2006-04-26,0.0124,-0.008,0.000204958,0.014
2006-04-27,-0.0086,-0.0214,0.000204958,0.0009
2006-04-28,0.0292,0.0082,0.000201498,-0.0226
2006-05-01,0.0087,0.0194,,
2006-05-02,0.011,0.0101,0.000201882,0.0107
2006-05-03,0.0018,-0.0239,0.000202651,0.0002
2006-05-04,0.0125,-0.0155,0.000200729,0.0041
2006-05-05,0.0119,0.0086,,
2006-05-08,-0.0064,-0.0041,0.000200729,0.0078
2006-05-09,0.0319,0.0168,0.000201113,-0.0012
2006-05-10,0.0061,0.0249,0.000201498,0.0004
2006-05-11,0.0229,0.0177,0.000198422,0.0094
2006-05-12,-0.0132,-0.0169,0.000198807,-0.0133
2006-05-15,-0.0376,-0.0345,0.000200729,-0.0216
2006-05-16,0.0116,0.0017,0.000201498,-0.0225
2006-05-17,-0.0014,-0.0114,0.000200344,0.014
2006-05-18,-0.0158,0.0035,0.00019996,-0.0259
2006-05-19,-0.0337,-0.015,0.000198422,0.0052
2006-05-22,0.0005,0.0106,0.000198422,-0.0246
2006-05-23,0.0244,0.0257,0.00019996,-0.0065
2006-05-24,-0.0535,-0.03,0.00019996,0.0026
2006-05-25,0.0179,0.0161,0.000199191,-0.0282
2006-05-26,0.0039,0.0053,0.000200344,0.0206
2006-05-29,,,0.000199576,0.0051
2006-05-30,0.0046,0.0028,0.000198038,-0.0087
2006-05-31,-0.0174,-0.0092,,
2006-06-01,-0.0232,-0.0069,0.000198807,-0.0172
2006-06-02,0.0126,0.0231,0.000198422,0.0108
2006-06-05,0.0121,-0.0013,0.000198422,-0.0057
2006-06-06,-0.0215,-0.0073,,
2006-06-07,-0.0032,-0.0125,0.000199191,-0.0267
2006-06-08,-0.0292,-0.007,0.000199191,-0.0345
2006-06-09,-0.0015,0.0145,0.000198807,0.0102
2006-06-12,-0.0023,-0.0094,0.000199191,0.0034
2006-06-13,-0.073,-0.0237,0.000199576,-0.029
2006-06-14,-0.0004,0.0056,0.000200729,0.0148
2006-06-15,0.0075,0.0139,0.000201882,-0.0019
2006-06-16,0.0203,0.0014,0.000202267,0.0351
2006-06-19,-0.0159,-0.0147,0.00020342,-0.0083
2006-06-20,0.0142,-0.0033,0.000204189,-0.0206
2006-06-21,0.0184,0.0132,0.00020342,0.0011
2006-06-22,-0.009,0.0049,0.00020342,0.0095
2006-06-23,0.0045,-0.0031,0.000205727,-0.0082
2006-06-26,0,0.0099,0.000204958,0.0077
2006-06-27,-0.0055,0.0016,0.000205727,0.0077
2006-06-28,-0.0057,0,0.000204574,-0.0071
2006-06-29,0.0142,0.0179,0.000203036,0.0196
2006-06-30,0.046,0.0057,0.00019996,0.0254
2006-07-03,0,0.0016,0.000199191,-0.0004
2006-07-04,,,0.000199576,-0.0067
2006-07-05,0.0225,0.0075,0.000199191,-0.0047
2006-07-06,0.0108,0.0037,0.000199191,-0.0124
2006-07-07,-0.0021,-0.0126,0.000201882,0.0079
2006-07-10,-0.0137,-0.0056,0.000202651,0.0199
2006-07-11,0.0274,0.0138,0.000200729,0.0009
2006-07-12,0.0128,0.0116,0.000200729,-0.0029
2006-07-13,0.0054,0.0215,0.000201498,-0.009
2006-07-14,0.021,0.0092,0.000198807,-0.0233
2006-07-17,-0.024,-0.0254,,
2006-07-18,-0.0343,-0.0166,0.000198038,-0.0173
2006-07-19,0.0212,-0.004,0.000198422,0.0002
2006-07-20,-0.0154,-0.0048,0.000196115,0.0321
2006-07-21,-0.0192,-0.0001,0.000196115,-0.0015
2006-07-24,-0.0111,0.0106,0.000196884,-0.0063
2006-07-25,0.008,-0.0107,0.000197269,0.013
2006-07-26,0.0065,0.0067,0.000196884,-0.0005
2006-07-27,0.0174,0.0092,0.000195731,0.0134
2006-07-28,0.0038,-0.0103,0.000195346,0.0006
2006-07-31,-0.0009,0.0239,0.000194193,0.0006
2006-08-01,0.0191,0.0003,0.000191117,-0.0081
2006-08-02,0.0082,0.0145,0.000191502,0.006
2006-08-03,-0.0103,-0.0138,0.000191502,-0.0024
2006-08-04,-0.0014,-0.0033,0.000192271,0.0096
2006-08-07,0.0059,0.0161,0.000192271,-0.0115
2006-08-08,-0.0032,-0.0032,0.000190733,0.0167
2006-08-09,0.0074,0.0068,0.000190733,0.0029
2006-08-10,-0.024,-0.0227,0.000191117,-0.0081
2006-08-11,-0.0022,0.0007,0.000187273,-0.0094
2006-08-14,-0.0079,-0.0168,0.000187273,0.0023
2006-08-15,-0.0095,-0.003,,
2006-08-16,0.01,-0.0074,0.000190348,0.0158
2006-08-17,-0.0212,-0.0219,0.000187657,0.0093
2006-08-18,-0.0054,0.0073,0.000187273,0.0025
2006-08-21,0.0222,0.0114,0.000188042,-0.0071
2006-08-22,-0.0018,0.0038,0.000188426,0.0101
2006-08-23,-0.0014,-0.0141,0.000187273,-0.0075
2006-08-24,-0.0067,0.0075,0.000188042,-0.007
2006-08-25,0.004,0.0042,0.000189195,0.0104
2006-08-28,-0.0108,-0.0264,0.00018881,-0.0011
2006-08-29,-0.0075,-0.0076,0.000189579,0.0126
2006-08-30,0.0115,-0.0013,0.000190733,-0.0024
2006-08-31,0.0133,0.0035,0.000190733,0.0085
2006-09-01,-0.0024,-0.0147,0.00018881,0.0029
2006-09-04,,,0.000188042,0.0018
2006-09-05,0.0226,-0.0041,0.000188042,0.0016
2006-09-06,-0.0078,-0.0085,0.000190733,-0.0031
2006-09-07,-0.026,-0.0067,0.000188042,-0.0043
2006-09-08,-0.012,-0.0085,0.000187657,0.0028
2006-09-11,-0.0322,-0.0107,0.000188426,-0.0154
2006-09-12,-0.0051,-0.0099,0.00018881,-0.0045
2006-09-13,0.0036,0.0026,0.000188042,0.0038
2006-09-14,-0.0166,-0.0106,0.00018881,0.0192
2006-09-15,-0.005,-0.0049,0.000188426,0.0017
2006-09-18,0.017,0.0079,0.000189964,0.0097
2006-09-19,-0.016,-0.0195,0.000190348,-0.0003
2006-09-20,0.0055,-0.0192,0.000188426,-0.0055
2006-09-21,0.0038,0.0125,0.000187657,0.0003
2006-09-22,0.0124,-0.0131,0.000186119,-0.0135
2006-09-25,0.0008,0.0022,0.000186504,0.0051
2006-09-26,0.0022,0.0006,0.000186504,-0.0083
